H,HV,HKO,PL,D,ER,PIND,MOODETUD_P,KKT,DBH,H_VALEM,V,S
13.20,4.90,0.00,PN,14.70,13,0.95068,0.95068,ND,14.70,16.891,0.11390,3.9279
9.00,2.80,0.00,VA,7.60,13,0.95068,0.95068,ND,7.60,10.392,0.02279,1.2558
20.40,10.60,0.00,VA,31.55,9,2.52047,1.84400,ND,31.55,23.609,0.73248,12.2748
21.30,14.90,11.20,KU,19.25,15,1.64458,1.64458,ND,19.25,19.474,0.32274,8.6392
18.90,7.90,0.00,PN,32.05,9,2.52047,1.84400,ND,32.05,23.725,0.74471,12.0428
13.21,8.21,0.00,VA,8.75,15,1.64458,1.64458,ND,8.75,11.731,0.03825,2.2316
10.10,5.00,2.50,KU,10.30,9,2.52047,1.84400,ND,10.30,13.337,0.05066,2.3661
36.80,12.20,7.80,KU,60.95,9,2.52047,1.84400,ND,60.95,27.601,4.31232,39.6281
35.70,20.00,6.00,KU,45.90,9,2.52047,1.84400,ND,45.90,26.096,2.57630,30.8561
36.80,19.20,0.00,PN,45.95,13,0.95068,0.95068,ND,45.95,26.102,2.87800,33.2361
31.00,12.10,10.10,KU,34.40,9,2.52047,1.84400,ND,34.40,24.235,1.34487,21.0263
15.10,3.90,1.80,KU,17.90,14,0.14550,0.14550,ND,17.90,18.795,0.20706,5.8183
18.50,8.20,0.00,VA,15.25,9,2.52047,1.84400,ND,15.25,17.252,0.15620,5.3809
9.80,7.10,0.00,VA,9.75,9,2.52047,1.84400,ND,9.75,12.792,0.03702,1.8804
9.70,4.30,0.00,PN,7.65,13,0.95068,0.95068,ND,7.65,10.453,0.02446,1.3460
14.10,5.10,0.00,PN,14.70,9,2.52047,1.84400,ND,14.70,16.891,0.12063,4.1793
16.20,9.80,8.00,KU,17.25,9,2.52047,1.84400,ND,17.25,18.444,0.20520,6.0062
7.90,3.00,0.40,KU,7.95,13,0.95068,0.95068,ND,7.95,10.813,0.02265,1.1809
11.10,2.90,0.00,PN,8.60,13,0.95068,0.95068,ND,8.60,11.564,0.03361,1.9552
23.40,13.50,0.00,PN,51.10,15,1.64458,1.64458,ND,51.10,26.702,2.30475,23.6106
11.30,5.20,3.00,KU,9.20,9,2.52047,1.84400,ND,9.20,12.220,0.04470,2.3543
18.00,10.40,0.00,PN,19.35,9,2.52047,1.84400,ND,19.35,19.522,0.25971,6.9382
7.50,5.00,0.00,VA,14.35,15,1.64458,1.64458,ND,14.35,16.653,0.06483,2.1684
10.40,5.10,0.00,PN,8.90,9,2.52047,1.84400,ND,8.90,11.896,0.03408,1.9053
27.30,11.30,6.40,KU,34.45,9,2.52047,1.84400,ND,34.45,24.245,1.19451,18.5584
30.70,12.90,3.20,KU,35.20,13,0.95068,0.95068,ND,35.20,24.396,1.38877,21.2394
18.10,7.60,0.00,PN,24.80,14,0.14550,0.14550,ND,24.80,21.709,0.42875,8.9397
30.80,10.40,3.80,KU,41.50,15,1.64458,1.64458,ND,41.50,25.484,1.86948,24.4883
7.90,1.80,0.00,PN,7.90,13,0.95068,0.95068,ND,7.90,10.754,0.02235,1.1735
19.40,10.10,0.00,VA,14.05,9,2.52047,1.84400,ND,14.05,16.443,0.13842,5.1937
10.30,5.70,0.00,VA,8.10,15,1.64458,1.64458,ND,8.10,10.990,0.02661,1.6357
15.40,9.30,0.00,VA,10.00,9,2.52047,1.84400,ND,10.00,13.043,0.05704,2.9524
26.50,9.20,8.00,KU,33.95,9,2.52047,1.84400,ND,33.95,24.141,1.13123,17.7967
11.80,4.90,0.00,VA,8.60,15,1.64458,1.64458,ND,8.60,11.564,0.03359,1.9719
32.40,18.60,0.00,PN,42.70,13,0.95068,0.95068,ND,42.70,25.661,2.19398,27.1895
12.90,1.80,0.00,VA,9.60,9,2.52047,1.84400,ND,9.60,12.639,0.04513,2.3942
16.30,4.70,0.00,VA,10.65,9,2.52047,1.84400,ND,10.65,13.671,0.06800,3.3212
17.10,10.20,4.30,KU,17.15,9,2.52047,1.84400,ND,17.15,18.389,0.21284,6.2877
9.60,4.10,0.00,PI,13.00,15,1.64458,1.64458,ND,13.00,15.669,0.06824,2.5852
25.20,13.90,0.00,PN,31.80,13,0.95068,0.95068,ND,31.80,23.668,0.95679,15.7967
12.30,4.20,0.20,KU,9.85,14,0.14550,0.14550,ND,9.85,12.893,0.05489,2.7214
31.20,10.20,7.80,KU,50.95,9,2.52047,1.84400,ND,50.95,26.686,2.70860,29.2757
19.40,7.40,0.00,VA,15.80,9,2.52047,1.84400,ND,15.80,17.598,0.17508,5.8415
17.30,5.30,0.00,PN,13.40,9,2.52047,1.84400,ND,13.40,15.972,0.12018,4.6258
13.65,7.16,0.00,PI,9.40,15,1.64458,1.64458,ND,9.40,12.431,0.04737,2.5854
31.00,5.80,0.00,PN,52.75,13,0.95068,0.95068,ND,52.75,26.873,3.20802,32.1447
9.60,7.00,0.00,VA,8.80,9,2.52047,1.84400,ND,8.80,11.786,0.02965,1.6650
33.00,15.50,0.00,PN,43.50,13,0.95068,0.95068,ND,43.50,25.775,2.31796,28.2104
11.72,7.69,0.00,PI,7.40,15,1.64458,1.64458,ND,7.40,10.145,0.02639,1.5323
10.90,5.90,1.70,KU,9.10,14,0.14550,0.14550,ND,9.10,12.113,0.04244,2.2529
10.80,2.80,0.00,PN,7.20,13,0.95068,0.95068,ND,7.20,9.894,0.02344,1.3886
13.50,4.40,0.00,PN,9.00,13,0.95068,0.95068,ND,9.00,12.005,0.04354,2.4561
12.20,6.20,0.00,VA,9.75,9,2.52047,1.84400,ND,9.75,12.792,0.04441,2.3070
7.70,2.70,0.30,KU,7.20,13,0.95068,0.95068,ND,7.20,9.894,0.01810,1.0478
22.40,8.80,7.50,KU,23.80,9,2.52047,1.84400,ND,23.80,21.361,0.50352,11.0201
13.70,7.30,3.60,KU,19.15,9,2.52047,1.84400,ND,19.15,19.426,0.21642,5.6550
21.70,4.30,0.00,PN,21.55,13,0.95068,0.95068,ND,21.55,20.497,0.38215,9.2529
14.40,5.90,0.00,VA,11.20,9,2.52047,1.84400,ND,11.20,14.175,0.06751,3.1012
23.50,18.50,0.00,PN,13.80,9,2.52047,1.84400,ND,13.80,16.265,0.16876,6.4028
30.90,10.80,0.00,PN,39.85,13,0.95068,0.95068,ND,39.85,25.226,1.82513,24.2059
15.00,5.70,3.40,KU,18.40,15,1.64458,1.64458,ND,18.40,19.054,0.21694,5.9324
10.60,1.70,0.00,PN,9.55,13,0.95068,0.95068,ND,9.55,12.587,0.03987,2.0806
27.80,16.60,2.10,KU,35.45,9,2.52047,1.84400,ND,35.45,24.445,1.27957,19.3644
18.80,13.30,0.00,VA,12.95,9,2.52047,1.84400,ND,12.95,15.631,0.11426,4.6410
14.80,7.00,0.00,PN,17.25,9,2.52047,1.84400,ND,17.25,18.444,0.17333,5.1338
8.48,1.90,0.00,SP,8.80,15,1.64458,1.64458,ND,8.80,11.786,0.02880,1.5809
11.76,5.54,0.00,VA,8.10,15,1.64458,1.64458,ND,8.10,10.990,0.02971,1.8513
10.80,3.50,0.00,PN,11.00,13,0.95068,0.95068,ND,11.00,13.994,0.05374,2.4383
11.30,5.10,0.00,PN,12.50,13,0.95068,0.95068,ND,12.50,15.277,0.07209,2.8893
23.70,4.20,0.00,LM,21.05,13,0.95068,0.95068,ND,21.05,20.288,0.39503,9.9658
31.60,16.60,0.00,KS,50.15,15,1.64458,1.64458,ND,50.15,26.599,2.77186,30.3011
7.60,2.40,1.30,KU,10.05,9,2.52047,1.84400,ND,10.05,13.092,0.03810,1.7785
18.60,6.10,0.00,LM,20.85,14,0.14550,0.14550,ND,20.85,20.202,0.30805,7.7420
30.50,10.50,8.10,KU,44.25,9,2.52047,1.84400,ND,44.25,25.878,2.07379,25.5654
20.12,10.28,8.80,KU,20.00,15,1.64458,1.64458,ND,20.00,19.825,0.32943,8.4724
19.20,6.40,0.00,LM,23.70,14,0.14550,0.14550,ND,23.70,21.325,0.40929,9.0722
23.80,8.80,8.40,KU,20.50,9,2.52047,1.84400,ND,20.50,20.049,0.40245,10.1963
15.97,7.87,4.68,KU,21.90,15,1.64458,1.64458,ND,21.90,20.640,0.31838,7.3917
21.30,11.00,0.00,PN,32.55,15,1.64458,1.64458,ND,32.55,23.839,0.85700,13.7262
16.40,5.90,5.00,KU,22.40,9,2.52047,1.84400,ND,22.40,20.838,0.33998,7.7379
7.50,3.20,0.00,PI,7.80,15,1.64458,1.64458,ND,7.80,10.634,0.02092,1.1116
10.40,2.70,0.00,SP,7.10,15,1.64458,1.64458,ND,7.10,9.768,0.02213,1.3256
7.40,2.60,0.00,PN,7.40,13,0.95068,0.95068,ND,7.40,10.145,0.01857,1.0435
10.70,2.90,0.00,PN,7.40,15,1.64458,1.64458,ND,7.40,10.145,0.02462,1.4158
32.40,10.60,4.70,KU,47.55,15,1.64458,1.64458,ND,47.55,26.300,2.49240,28.7862
12.80,4.70,0.00,LM,8.95,15,1.64458,1.64458,ND,8.95,11.951,0.04118,2.3301
16.90,7.20,0.00,VA,8.55,15,1.64458,1.64458,ND,8.55,11.507,0.04524,2.7607
34.90,20.50,0.00,LM,56.45,15,1.64458,1.64458,ND,56.45,27.224,4.18534,39.7825
15.60,5.60,3.00,KU,15.10,9,2.52047,1.84400,ND,15.10,17.155,0.15394,5.1144
16.60,12.80,0.00,PN,13.30,9,2.52047,1.84400,ND,13.30,15.897,0.11409,4.4138
14.40,4.20,0.00,PN,19.20,9,2.52047,1.84400,ND,19.20,19.450,0.20962,5.5681
30.40,13.40,0.00,PN,53.05,13,0.95068,0.95068,ND,53.05,26.903,3.18399,31.7063
9.60,2.00,0.20,KU,8.75,14,0.14550,0.14550,ND,8.75,11.731,0.03531,1.9282
14.20,4.00,0.00,PN,16.40,15,1.64458,1.64458,ND,16.40,17.959,0.15108,4.6938
25.40,14.40,0.00,PN,37.30,9,2.52047,1.84400,ND,37.30,24.792,1.32622,18.6729
15.20,3.40,0.00,PN,14.45,13,0.95068,0.95068,ND,14.45,16.721,0.12452,4.4104
13.50,6.50,4.80,KU,11.25,9,2.52047,1.84400,ND,11.25,14.219,0.07698,3.3736
19.60,14.20,0.00,PN,17.85,9,2.52047,1.84400,ND,17.85,18.769,0.23878,6.9460
9.00,5.20,0.00,PN,7.05,13,0.95068,0.95068,ND,7.05,9.704,0.01953,1.1650
29.90,15.20,0.00,PN,45.15,13,0.95068,0.95068,ND,45.15,25.998,2.26977,26.5446
29.50,16.60,0.00,VA,33.70,15,1.64458,1.64458,ND,33.70,24.089,1.19535,19.0816
13.10,5.40,0.00,VA,9.40,15,1.64458,1.64458,ND,9.40,12.431,0.04384,2.3786
15.00,7.00,0.00,PN,17.85,14,0.14550,0.14550,ND,17.85,18.769,0.18781,5.3802
11.61,5.91,0.00,SA,7.75,15,1.64458,1.64458,ND,7.75,10.574,0.02883,1.5916
21.80,15.20,0.00,PN,21.85,13,0.95068,0.95068,ND,21.85,20.619,0.39454,9.4237
11.30,6.50,0.00,PN,11.65,15,1.64458,1.64458,ND,11.65,14.570,0.06262,2.6928
14.16,5.39,0.00,SA,11.80,15,1.64458,1.64458,ND,11.80,14.698,0.08149,3.4668
18.40,8.70,0.00,PN,19.60,9,2.52047,1.84400,ND,19.60,19.640,0.27182,7.1775
24.80,13.70,0.00,PN,25.75,13,0.95068,0.95068,ND,25.75,22.021,0.61799,12.5925
19.11,5.32,0.00,VA,18.10,15,1.64458,1.64458,ND,18.10,18.900,0.22669,6.5947
24.20,6.40,0.00,PN,15.80,9,2.52047,1.84400,ND,15.80,17.598,0.22738,7.5438
33.90,17.40,15.50,KU,50.85,15,1.64458,1.64458,ND,50.85,26.675,2.92499,31.7741
14.80,4.80,0.00,PN,11.30,14,0.14550,0.14550,ND,11.30,14.264,0.07438,3.3630
21.10,14.10,0.00,VA,14.75,9,2.52047,1.84400,ND,14.75,16.924,0.16486,5.9257
13.10,4.70,0.00,PN,17.05,9,2.52047,1.84400,ND,17.05,18.333,0.15222,4.5235
23.10,10.70,5.20,KU,41.10,15,1.64458,1.64458,ND,41.10,25.423,1.40320,18.2984
28.10,13.10,6.70,KU,45.75,9,2.52047,1.84400,ND,45.75,26.076,2.03368,24.2123
13.90,4.70,0.00,PN,13.25,13,0.95068,0.95068,ND,13.25,15.860,0.09679,3.7167
27.90,15.90,8.50,KU,36.75,9,2.52047,1.84400,ND,36.75,24.691,1.36985,20.0405
9.80,1.20,0.00,PN,8.85,14,0.14550,0.14550,ND,8.85,11.841,0.03208,1.7939
16.70,7.20,0.00,PN,20.55,15,1.64458,1.64458,ND,20.55,20.071,0.27383,6.8590
26.90,12.30,0.00,PN,29.55,13,0.95068,0.95068,ND,29.55,23.116,0.87881,15.6506
10.30,3.60,0.00,PN,8.45,14,0.14550,0.14550,ND,8.45,11.394,0.03048,1.7929
11.50,3.20,0.00,PN,8.70,14,0.14550,0.14550,ND,8.70,11.675,0.03545,2.0440
20.90,7.40,0.00,PN,22.55,13,0.95068,0.95068,ND,22.55,20.896,0.40419,9.3363
34.60,6.80,4.90,KU,52.50,9,2.52047,1.84400,ND,52.50,26.847,3.15218,33.2558
12.00,7.80,0.00,SA,7.65,14,0.14550,0.14550,ND,7.65,10.453,0.02878,1.6172
15.70,8.40,0.00,VA,15.10,15,1.64458,1.64458,ND,15.10,17.155,0.13234,4.5435
28.90,16.90,0.00,SA,37.45,15,1.64458,1.64458,ND,37.45,24.818,1.45731,20.9081
19.30,6.30,4.70,KU,25.55,9,2.52047,1.84400,ND,25.55,21.957,0.50211,10.1802
13.40,10.00,3.70,KU,12.20,13,0.95068,0.95068,ND,12.20,15.033,0.08949,3.6206
11.50,1.50,0.00,LM,12.65,14,0.14550,0.14550,ND,12.65,15.396,0.07519,2.9770
11.90,5.20,0.00,LM,12.35,14,0.14550,0.14550,ND,12.35,15.155,0.07371,3.0004
30.40,14.40,4.50,KU,45.60,9,2.52047,1.84400,ND,45.60,26.057,2.17908,26.1121
9.70,7.30,2.40,KU,9.95,13,0.95068,0.95068,ND,9.95,12.993,0.04578,2.2046
27.80,7.40,0.00,PN,28.40,9,2.52047,1.84400,ND,28.40,22.808,0.83756,15.5372
19.40,8.60,3.90,KU,22.35,9,2.52047,1.84400,ND,22.35,20.818,0.39292,9.0608
30.20,8.50,7.60,KU,45.50,9,2.52047,1.84400,ND,45.50,26.044,2.15706,25.8946
29.80,5.20,3.40,KU,30.75,13,0.95068,0.95068,ND,30.75,23.418,1.05611,18.3345
31.70,8.10,6.50,KU,47.75,9,2.52047,1.84400,ND,47.75,26.324,2.45827,28.2570
16.20,6.40,0.00,PN,13.60,9,2.52047,1.84400,ND,13.60,16.120,0.11672,4.4098
13.10,5.00,4.20,KU,12.95,9,2.52047,1.84400,ND,12.95,15.631,0.09848,3.7524
17.80,8.20,5.60,KU,19.60,15,1.64458,1.64458,ND,19.60,19.640,0.28415,7.3964
23.70,8.70,0.00,PN,16.85,9,2.52047,1.84400,ND,16.85,18.220,0.25360,7.8828
18.40,13.90,0.00,SA,10.95,15,1.64458,1.64458,ND,10.95,13.949,0.08627,4.0640
11.90,8.70,0.00,LM,9.25,15,1.64458,1.64458,ND,9.25,12.273,0.04140,2.2495
20.90,10.00,0.00,KS,32.50,14,0.14550,0.14550,ND,32.50,23.827,0.78403,12.9436
25.20,13.50,0.00,PN,23.00,9,2.52047,1.84400,ND,23.00,21.068,0.50052,11.4253
16.17,7.91,5.87,KU,17.20,15,1.64458,1.64458,ND,17.20,18.416,0.20374,5.9795
30.90,17.60,0.00,KS,48.40,15,1.64458,1.64458,ND,48.40,26.401,2.52399,28.5709
22.10,9.90,0.00,PN,14.30,9,2.52047,1.84400,ND,14.30,16.618,0.17114,6.2498
18.20,7.90,5.30,KU,19.85,15,1.64458,1.64458,ND,19.85,19.756,0.29685,7.6437
23.20,6.80,0.00,PN,22.05,13,0.95068,0.95068,ND,22.05,20.700,0.42572,10.1033
26.70,9.50,0.00,PN,22.65,9,2.52047,1.84400,ND,22.65,20.935,0.51267,11.9084
8.00,3.10,0.00,PN,7.70,15,1.64458,1.64458,ND,7.70,10.513,0.02140,1.1554
15.20,8.30,0.00,PN,13.95,9,2.52047,1.84400,ND,13.95,16.372,0.11605,4.2578
14.74,5.97,0.00,VA,8.80,15,1.64458,1.64458,ND,8.80,11.786,0.04251,2.4910
9.82,1.93,0.00,SP,14.15,15,1.64458,1.64458,ND,14.15,16.514,0.08201,2.8649
40.20,16.60,16.00,KU,75.00,9,2.52047,1.84400,ND,75.00,28.517,6.62240,50.1160
9.80,7.20,0.00,VA,8.20,15,1.64458,1.64458,ND,8.20,11.107,0.02618,1.5812
11.70,3.40,0.00,PN,11.35,9,2.52047,1.84400,ND,11.35,14.308,0.06122,2.7096
19.00,9.60,0.00,PN,19.65,9,2.52047,1.84400,ND,19.65,19.664,0.28128,7.4210
12.80,3.80,0.00,PN,9.55,9,2.52047,1.84400,ND,9.55,12.587,0.04681,2.4793
12.30,4.80,0.00,PN,11.20,14,0.14550,0.14550,ND,11.20,14.175,0.06221,2.8014
35.90,8.20,5.80,KU,38.00,15,1.64458,1.64458,ND,38.00,24.916,1.85567,26.5334
14.60,5.50,0.00,PN,12.60,9,2.52047,1.84400,ND,12.60,15.356,0.09138,3.7020
22.60,10.40,0.00,PN,22.80,13,0.95068,0.95068,ND,22.80,20.992,0.44420,10.1838
16.80,6.20,0.00,PN,28.55,9,2.52047,1.84400,ND,28.55,22.849,0.53136,9.5836
8.20,3.10,0.00,PN,7.35,15,1.64458,1.64458,ND,7.35,10.083,0.01981,1.1251
8.09,5.01,3.47,KU,8.45,15,1.64458,1.64458,ND,8.45,11.394,0.02858,1.5919
25.00,13.10,6.50,KU,35.30,15,1.64458,1.64458,ND,35.30,24.415,1.14953,17.3817
27.00,5.20,0.00,PN,35.05,9,2.52047,1.84400,ND,35.05,24.366,1.24075,18.6315
12.50,2.20,0.00,LM,16.55,14,0.14550,0.14550,ND,16.55,18.047,0.13760,4.2040
27.30,11.10,4.60,KU,37.80,9,2.52047,1.84400,ND,37.80,24.881,1.41153,20.0896
19.70,9.70,0.00,VA,11.80,9,2.52047,1.84400,ND,11.80,14.698,0.09899,4.4276
25.70,7.00,0.00,VA,44.85,13,0.95068,0.95068,ND,44.85,25.959,1.84700,22.0411
26.10,14.00,1.40,KU,27.30,9,2.52047,1.84400,ND,27.30,22.495,0.74852,14.4745
21.80,9.60,0.00,PN,15.40,13,0.95068,0.95068,ND,15.40,17.348,0.19599,6.6419
16.20,6.60,3.50,KU,22.35,15,1.64458,1.64458,ND,22.35,20.818,0.33494,7.6330
9.50,2.90,0.00,PN,7.85,15,1.64458,1.64458,ND,7.85,10.694,0.02540,1.3572
20.00,9.10,0.00,SA,19.10,15,1.64458,1.64458,ND,19.10,19.402,0.28058,7.6399
9.30,1.50,0.80,KU,8.10,14,0.14550,0.14550,ND,8.10,10.990,0.02956,1.7372
12.80,3.90,0.00,PN,10.25,14,0.14550,0.14550,ND,10.25,13.289,0.05392,2.6610
11.20,2.90,0.00,PN,10.90,14,0.14550,0.14550,ND,10.90,13.903,0.05441,2.4988
15.80,6.40,0.00,PN,19.50,9,2.52047,1.84400,ND,19.50,19.593,0.23468,6.1744
11.70,6.60,0.00,VA,8.20,14,0.14550,0.14550,ND,8.20,11.107,0.03032,1.8652
27.90,8.40,0.00,PN,49.75,9,2.52047,1.84400,ND,49.75,26.555,2.57900,27.3140
9.27,3.95,1.52,KU,12.85,9,2.52047,1.84400,ND,12.85,15.553,0.07245,2.7032
15.20,6.50,0.00,PN,12.50,9,2.52047,1.84400,ND,12.50,15.277,0.09318,3.8152
11.40,6.60,0.00,LM,8.50,15,1.64458,1.64458,ND,8.50,11.451,0.03376,1.9868
19.00,9.00,0.00,PN,24.30,9,2.52047,1.84400,ND,24.30,21.538,0.43016,9.1772
12.40,4.90,0.00,PN,9.90,14,0.14550,0.14550,ND,9.90,12.943,0.04895,2.4950
19.10,8.30,0.00,VA,19.50,9,2.52047,1.84400,ND,19.50,19.593,0.26303,7.1019
11.60,4.30,0.00,PN,11.10,14,0.14550,0.14550,ND,11.10,14.085,0.05812,2.6289
7.60,2.30,0.00,PN,8.25,14,0.14550,0.14550,ND,8.25,11.165,0.02272,1.3285
13.35,6.22,3.85,KU,12.25,15,1.64458,1.64458,ND,12.25,15.074,0.08991,3.6221
24.30,7.80,0.00,PN,17.00,9,2.52047,1.84400,ND,17.00,18.305,0.26425,8.1495
24.70,7.40,0.00,PN,37.85,9,2.52047,1.84400,ND,37.85,24.889,1.33017,18.4367
33.70,14.70,10.30,KU,49.15,15,1.64458,1.64458,ND,49.15,26.487,2.74238,30.7491
17.90,11.40,0.00,PN,13.05,15,1.64458,1.64458,ND,13.05,15.708,0.11753,4.6543
16.50,6.60,4.20,KU,15.95,9,2.52047,1.84400,ND,15.95,17.690,0.17958,5.6785
10.60,3.20,0.00,PN,7.35,14,0.14550,0.14550,ND,7.35,10.083,0.02410,1.3949
27.20,6.80,0.00,LV,24.65,9,2.52047,1.84400,ND,24.65,21.658,0.57439,12.7606
19.70,5.40,0.00,PN,20.80,14,0.14550,0.14550,ND,20.80,20.180,0.32574,8.1338
22.80,5.90,0.00,PN,24.40,9,2.52047,1.84400,ND,24.40,21.572,0.51292,10.9923
9.20,1.80,0.50,KU,8.90,14,0.14550,0.14550,ND,8.90,11.896,0.03522,1.8847
28.90,8.90,5.50,KU,37.90,9,2.52047,1.84400,ND,37.90,24.898,1.49679,21.3016
9.30,3.10,0.00,VA,9.30,15,1.64458,1.64458,ND,9.30,12.326,0.03228,1.7089
19.80,5.00,0.00,LM,13.20,14,0.14550,0.14550,ND,13.20,15.822,0.13127,5.2268
26.20,8.60,4.50,KU,24.85,15,1.64458,1.64458,ND,24.85,21.726,0.63110,13.3519
19.00,7.30,0.00,LM,26.45,15,1.64458,1.64458,ND,26.45,22.240,0.50425,10.0118
28.80,12.90,9.50,KU,30.60,15,1.64458,1.64458,ND,30.60,23.381,1.01313,17.6479
17.30,5.50,3.40,KU,23.95,15,1.64458,1.64458,ND,23.95,21.415,0.40389,8.6512
23.50,10.10,0.00,PN,22.95,13,0.95068,0.95068,ND,22.95,21.049,0.46674,10.6481
12.00,7.30,0.00,JA,12.80,15,1.64458,1.64458,ND,12.80,15.514,0.07551,2.9827
14.20,7.30,0.00,VA,12.05,15,1.64458,1.64458,ND,12.05,14.909,0.07721,3.2926
21.80,12.80,0.00,PN,36.60,9,2.52047,1.84400,ND,36.60,24.664,1.10702,15.7852
16.30,8.40,0.00,PN,20.80,15,1.64458,1.64458,ND,20.80,20.180,0.27452,6.7840
28.30,10.40,6.30,KU,40.95,15,1.64458,1.64458,ND,40.95,25.400,1.68418,22.2633
9.80,4.70,0.00,JA,8.50,9,2.52047,1.84400,ND,8.50,11.451,0.02814,1.6391
18.20,8.50,0.00,PN,21.85,9,2.52047,1.84400,ND,21.85,20.619,0.33448,7.9180
6.60,3.30,2.30,KU,8.70,9,2.52047,1.84400,ND,8.70,11.675,0.02558,1.3592
28.90,17.70,7.50,KU,33.15,15,1.64458,1.64458,ND,33.15,23.971,1.17596,18.9912
18.90,7.90,5.60,KU,17.30,15,1.64458,1.64458,ND,17.30,18.472,0.23655,6.9732
22.40,8.10,0.00,PN,37.90,9,2.52047,1.84400,ND,37.90,24.898,1.21731,16.7827
24.50,12.80,0.00,PN,28.45,13,0.95068,0.95068,ND,28.45,22.821,0.74580,13.7482
11.65,2.08,0.00,PN,10.30,15,1.64458,1.64458,ND,10.30,13.337,0.05023,2.4492
5.00,3.90,0.00,PN,8.20,13,0.95068,0.95068,ND,8.20,11.107,0.01666,0.9217
20.60,14.60,0.00,VA,15.60,15,1.64458,1.64458,ND,15.60,17.474,0.18037,6.1200
27.30,9.30,0.00,PN,34.60,13,0.95068,0.95068,ND,34.60,24.275,1.22187,18.5935
17.80,9.70,0.00,PN,19.85,9,2.52047,1.84400,ND,19.85,19.756,0.27056,7.0417
14.20,4.60,3.00,KU,15.60,9,2.52047,1.84400,ND,15.60,17.474,0.15100,4.8274
8.70,8.70,0.00,PN,19.90,9,2.52047,1.84400,ND,19.90,19.779,0.14717,3.6189
9.10,4.00,0.00,JA,9.55,9,2.52047,1.84400,ND,9.55,12.587,0.03344,1.7201
20.50,6.40,0.00,PN,29.15,9,2.52047,1.84400,ND,29.15,23.011,0.66352,11.8454
18.80,6.80,0.00,PN,23.55,13,0.95068,0.95068,ND,23.55,21.271,0.40015,8.8039
6.60,3.00,0.00,PN,8.60,14,0.14550,0.14550,ND,8.60,11.564,0.02218,1.2227
7.60,1.70,0.00,PN,8.90,13,0.95068,0.95068,ND,8.90,11.896,0.02645,1.4332
16.90,8.10,5.90,KU,20.20,9,2.52047,1.84400,ND,20.20,19.916,0.28733,7.2397
18.40,6.50,0.00,PI,17.35,9,2.52047,1.84400,ND,17.35,18.499,0.20310,6.2144
6.01,1.72,0.71,KU,7.85,9,2.52047,1.84400,ND,7.85,10.694,0.01790,0.9457
10.70,1.40,0.00,PN,10.75,13,0.95068,0.95068,ND,10.75,13.764,0.05092,2.3625
33.60,11.00,7.40,KU,51.30,9,2.52047,1.84400,ND,51.30,26.723,2.94411,31.7085
13.00,2.20,0.00,TM,16.25,14,0.14550,0.14550,ND,16.25,17.870,0.13375,4.2182
22.20,9.10,6.20,KU,22.75,9,2.52047,1.84400,ND,22.75,20.973,0.45901,10.4852
20.30,13.30,0.00,SA,16.10,15,1.64458,1.64458,ND,16.10,17.780,0.20176,6.5267
27.00,7.70,6.00,KU,38.00,9,2.52047,1.84400,ND,38.00,24.916,1.41018,19.9608
9.00,1.20,0.00,SP,7.05,13,0.95068,0.95068,ND,7.05,9.704,0.01953,1.1650
25.60,16.30,9.70,KU,30.90,15,1.64458,1.64458,ND,30.90,23.454,0.92288,15.8490
7.40,2.10,0.30,KU,8.20,14,0.14550,0.14550,ND,8.20,11.107,0.02502,1.4246
32.70,16.90,0.00,KS,61.40,9,2.52047,1.84400,ND,61.40,27.636,4.30243,38.4474
15.40,5.60,0.00,LM,18.20,14,0.14550,0.14550,ND,18.20,18.952,0.19855,5.6300
31.10,14.50,0.00,KS,40.20,15,1.64458,1.64458,ND,40.20,25.283,1.75257,23.8898
34.70,15.80,13.10,KU,60.35,15,1.64458,1.64458,ND,60.35,27.554,4.00415,37.0594
20.10,6.20,0.00,LM,21.05,14,0.14550,0.14550,ND,21.05,20.288,0.33733,8.4398
11.90,5.60,0.00,LM,8.80,14,0.14550,0.14550,ND,8.80,11.786,0.03748,2.1404
8.50,4.20,0.00,KU,7.70,15,1.64458,1.64458,ND,7.70,10.513,0.02241,1.2137
18.20,9.00,0.00,PN,18.45,9,2.52047,1.84400,ND,18.45,19.080,0.23848,6.6859
21.80,14.60,0.00,PN,26.40,15,1.64458,1.64458,ND,26.40,22.225,0.57597,11.3861
10.80,5.50,0.00,PN,9.60,9,2.52047,1.84400,ND,9.60,12.639,0.04093,2.1279
7.90,3.40,0.00,LM,7.35,14,0.14550,0.14550,ND,7.35,10.083,0.01925,1.0918
20.40,16.50,12.00,KU,23.50,15,1.64458,1.64458,ND,23.50,21.253,0.45160,9.9535
25.70,3.60,0.00,PN,31.65,9,2.52047,1.84400,ND,31.65,23.633,0.96551,16.0279
20.60,8.20,6.50,KU,23.35,15,1.64458,1.64458,ND,23.35,21.198,0.45019,9.9890
29.20,8.00,6.00,KU,37.20,13,0.95068,0.95068,ND,37.20,24.774,1.46196,21.1835
18.60,11.30,0.00,LM,14.75,15,1.64458,1.64458,ND,14.75,16.924,0.15459,5.4876
9.50,2.70,0.00,LM,7.40,15,1.64458,1.64458,ND,7.40,10.145,0.02248,1.2794
12.70,7.90,4.70,KU,14.45,13,0.95068,0.95068,ND,14.45,16.721,0.11845,4.0453
