H,HV,HKO,PL,D,ER,PIND,MOODETUD_P,KKT,DBH,H_VALEM,V,S
21.80,12.10,5.10,KU,20.80,10,0.64010,0.64010,JO,20.80,20.180,0.38152,9.4901
10.70,3.10,0.50,KU,10.10,11,0.88644,0.88644,JO,10.10,13.142,0.05120,2.4492
18.50,6.40,1.50,KU,14.35,11,0.88644,0.88644,JO,14.35,16.653,0.16233,5.7302
32.80,16.10,4.50,KU,46.35,11,0.88644,0.88644,JO,46.35,26.153,2.41237,28.5508
11.00,7.30,1.90,KU,7.75,10,0.64010,0.64010,JO,7.75,10.574,0.02766,1.5186
22.60,10.60,0.00,KS,29.40,10,0.64010,0.64010,JO,29.40,23.076,0.68901,12.6445
17.10,10.70,1.70,KU,20.75,10,0.64010,0.64010,JO,20.75,20.159,0.30542,7.5046
10.90,9.30,3.90,KU,10.65,10,0.64010,0.64010,JO,10.65,13.671,0.05766,2.6222
13.70,6.70,0.00,KS,29.95,8,1.70988,0.30206,SS,29.95,23.218,0.46392,7.9840
11.83,9.10,5.40,KU,11.90,10,0.64010,0.64010,JO,11.90,14.783,0.07665,3.1474
14.80,4.20,1.80,KU,18.05,8,1.70988,0.30206,SS,18.05,18.874,0.20674,5.7541
18.40,16.30,3.10,KU,26.30,8,1.70988,0.30206,SS,26.30,22.194,0.50772,9.9825
19.20,7.10,4.30,KU,19.65,10,0.64010,0.64010,JO,19.65,19.664,0.30548,7.9694
13.40,5.10,4.00,KU,13.75,8,1.70988,0.30206,SS,13.75,16.229,0.11272,4.0575
21.00,19.20,3.70,KU,22.75,10,0.64010,0.64010,JO,22.75,20.973,0.43633,9.9372
21.60,7.00,4.00,KU,16.60,11,0.88644,0.88644,JO,16.60,18.076,0.24674,7.6274
22.50,7.70,2.70,KU,36.80,10,0.64010,0.64010,JO,36.80,24.701,1.12440,16.2542
20.40,18.10,15.00,MA,31.85,8,1.70988,0.30206,SS,31.85,23.679,0.76630,12.8896
25.30,8.60,4.80,KU,32.65,11,0.88644,0.88644,JO,32.65,23.861,1.00917,16.4395
22.50,10.50,5.30,KU,22.75,10,0.64010,0.64010,JO,22.75,20.973,0.46469,10.6224
20.50,6.30,1.90,KU,23.00,8,1.70988,0.30206,SS,23.00,21.068,0.43572,9.8066
17.30,6.30,5.00,KU,23.20,8,1.70988,0.30206,SS,23.20,21.142,0.38056,8.4046
17.00,12.10,5.60,KU,26.10,10,0.64010,0.64010,JO,26.10,22.131,0.46678,9.1959
15.90,5.20,1.30,KU,15.30,11,0.88644,0.88644,JO,15.30,17.284,0.16053,5.2723
19.50,8.90,5.00,KU,32.40,8,1.70988,0.30206,SS,32.40,23.805,0.78467,12.6906
23.60,9.10,3.60,KU,19.80,10,0.64010,0.64010,JO,19.80,19.733,0.37399,9.7937
22.10,8.00,2.30,KU,21.80,11,0.88644,0.88644,JO,21.80,20.599,0.42198,10.0402
9.60,3.60,0.00,LM,9.25,11,0.88644,0.88644,JO,9.25,12.273,0.03484,1.8462
26.40,12.50,4.80,KU,33.95,11,0.88644,0.88644,JO,33.95,24.141,1.12722,17.7307
20.50,4.70,3.20,KU,19.95,11,0.88644,0.88644,JO,19.95,19.802,0.33347,8.6062
9.80,6.60,4.70,KU,9.80,11,0.88644,0.88644,JO,9.80,12.842,0.04483,2.1931
23.30,9.10,7.30,KU,23.40,10,0.64010,0.64010,JO,23.40,21.216,0.50583,11.2745
20.10,6.10,5.10,KU,26.50,8,1.70988,0.30206,SS,26.50,22.255,0.55725,10.9374
19.00,6.20,2.60,KU,23.50,11,0.88644,0.88644,JO,23.50,21.253,0.42365,9.2977
25.50,11.40,8.40,KU,28.75,11,0.88644,0.88644,JO,28.75,22.903,0.80566,14.8150
29.10,13.70,4.00,KU,31.00,10,0.64010,0.64010,JO,31.00,23.479,1.04775,18.0347
8.10,3.60,2.50,KU,8.80,11,0.88644,0.88644,JO,8.80,11.786,0.03098,1.6578
25.70,13.80,7.50,KU,29.50,10,0.64010,0.64010,JO,29.50,23.103,0.85087,15.2732
5.80,2.60,0.10,KU,8.25,8,1.70988,0.30206,SS,8.25,11.165,0.02075,1.1477
22.40,8.50,0.00,LM,34.30,11,0.88644,0.88644,JO,34.30,24.214,0.98676,15.2688
6.00,2.80,2.00,KU,7.30,8,1.70988,0.30206,SS,7.30,10.020,0.01538,0.8783
22.50,14.00,3.60,KU,22.65,10,0.64010,0.64010,JO,22.65,20.935,0.46087,10.5798
17.70,8.30,0.00,LM,16.95,8,1.70988,0.30206,SS,16.95,18.276,0.19495,6.0024
18.70,5.60,4.80,KU,19.50,11,0.88644,0.88644,JO,19.50,19.593,0.29406,7.7159
21.30,10.30,4.20,KU,24.95,10,0.64010,0.64010,JO,24.95,21.759,0.52510,10.9547
8.20,2.70,2.00,KU,10.80,11,0.88644,0.88644,JO,10.80,13.811,0.04669,2.0440
14.50,5.20,2.00,KU,17.70,11,0.88644,0.88644,JO,17.70,18.689,0.19568,5.5423
21.20,2.20,0.00,VA,37.60,11,0.88644,0.88644,JO,37.60,24.845,1.07895,15.2063
29.30,8.40,2.80,KU,38.45,11,0.88644,0.88644,JO,38.45,24.993,1.55608,21.8587
25.30,8.70,3.30,KU,33.20,11,0.88644,0.88644,JO,33.20,23.982,1.04026,16.6797
17.60,8.90,4.20,KU,19.30,10,0.64010,0.64010,JO,19.30,19.498,0.27323,7.2135
25.10,8.50,4.10,KU,28.05,10,0.64010,0.64010,JO,28.05,22.710,0.75865,14.2715
25.40,10.70,4.10,KU,31.05,11,0.88644,0.88644,JO,31.05,23.491,0.92428,15.7946
19.80,4.10,3.30,KU,20.60,11,0.88644,0.88644,JO,20.60,20.093,0.34332,8.5736
15.10,4.30,3.10,KU,18.85,11,0.88644,0.88644,JO,18.85,19.280,0.22843,6.1053
12.50,7.00,3.80,KU,12.40,10,0.64010,0.64010,JO,12.40,15.196,0.08700,3.4460
9.70,8.40,3.30,KU,19.70,11,0.88644,0.88644,JO,19.70,19.687,0.17082,4.2170
9.80,3.50,3.10,KU,9.80,11,0.88644,0.88644,JO,9.80,12.842,0.04483,2.1931
24.80,10.60,2.40,KU,26.70,11,0.88644,0.88644,JO,26.70,22.316,0.68491,13.4970
10.10,3.70,2.80,KU,9.80,11,0.88644,0.88644,JO,9.80,12.842,0.04598,2.2551
17.20,8.10,0.00,LM,15.60,8,1.70988,0.30206,SS,15.60,17.474,0.16103,5.3743
18.60,7.40,4.60,KU,23.15,8,1.70988,0.30206,SS,23.15,21.124,0.40417,8.9870
25.80,14.20,6.20,KU,32.65,10,0.64010,0.64010,JO,32.65,23.861,1.02778,16.7579
13.30,5.10,0.00,LM,11.85,11,0.88644,0.88644,JO,11.85,14.741,0.07445,3.1954
24.30,12.20,5.90,KU,23.40,10,0.64010,0.64010,JO,23.40,21.216,0.52589,11.7454
17.30,7.10,4.30,KU,18.85,10,0.64010,0.64010,JO,18.85,19.280,0.25734,6.9430
11.30,8.10,1.70,KU,15.40,8,1.70988,0.30206,SS,15.40,17.348,0.12122,3.8543
20.00,10.10,7.30,KU,17.65,11,0.88644,0.88644,JO,17.65,18.662,0.25857,7.5007
21.70,8.90,1.00,KU,23.85,10,0.64010,0.64010,JO,23.85,21.379,0.49103,10.7071
11.40,5.30,0.00,LM,10.50,11,0.88644,0.88644,JO,10.50,13.529,0.05148,2.4528
25.80,12.40,4.60,KU,32.65,11,0.88644,0.88644,JO,32.65,23.861,1.02778,16.7579
5.90,1.90,0.70,KU,7.35,8,1.70988,0.30206,SS,7.35,10.083,0.01540,0.8737
23.40,12.00,3.40,KU,25.25,11,0.88644,0.88644,JO,25.25,21.859,0.58518,12.1294
14.00,7.30,2.60,KU,19.75,11,0.88644,0.88644,JO,19.75,19.710,0.23376,5.9382
10.90,4.40,3.10,KU,10.15,10,0.64010,0.64010,JO,10.15,13.191,0.05251,2.5035
14.60,6.90,3.40,KU,15.80,10,0.64010,0.64010,JO,15.80,17.598,0.15849,5.0148
20.20,11.00,0.00,KS,27.15,8,1.70988,0.30206,SS,27.15,22.451,0.53067,10.4596
17.30,10.70,3.10,KU,18.75,10,0.64010,0.64010,JO,18.75,19.230,0.25476,6.9088
7.20,3.70,1.80,KU,8.00,11,0.88644,0.88644,JO,8.00,10.873,0.02331,1.3562
21.60,12.30,5.40,KU,21.95,10,0.64010,0.64010,JO,21.95,20.660,0.41860,9.8823
11.80,5.60,0.00,LM,9.65,11,0.88644,0.88644,JO,9.65,12.690,0.04474,2.3281
18.10,6.00,4.00,KU,18.25,10,0.64010,0.64010,JO,18.25,18.977,0.25193,7.0333
26.40,10.20,7.10,KU,26.75,11,0.88644,0.88644,JO,26.75,22.331,0.72868,14.3739
20.50,7.40,4.60,KU,21.65,11,0.88644,0.88644,JO,21.65,20.538,0.38900,9.2790
29.70,18.40,0.00,KS,40.25,11,0.88644,0.88644,JO,40.25,25.291,1.67764,22.8065
8.20,7.10,2.20,KU,7.20,11,0.88644,0.88644,JO,7.20,9.894,0.01899,1.1021
11.20,3.90,1.00,KU,12.25,11,0.88644,0.88644,JO,12.25,15.074,0.07740,3.0755
25.70,5.90,4.00,KU,33.60,11,0.88644,0.88644,JO,33.60,24.068,1.07878,17.1148
16.10,9.20,4.10,KU,21.85,10,0.64010,0.64010,JO,21.85,20.619,0.31927,7.4329
24.00,8.10,3.60,KU,31.85,11,0.88644,0.88644,JO,31.85,23.679,0.91853,15.2797
25.06,7.03,3.39,KU,35.10,10,0.64010,0.64010,JO,35.10,24.376,1.14034,17.3378
13.70,5.90,0.00,LM,8.65,11,0.88644,0.88644,JO,8.65,11.620,0.04073,2.4011
18.20,9.10,5.30,KU,13.70,11,0.88644,0.88644,JO,13.70,16.193,0.14634,5.3990
19.00,8.00,5.70,KU,18.70,11,0.88644,0.88644,JO,18.70,19.205,0.27553,7.5357
21.80,6.00,3.70,KU,26.65,11,0.88644,0.88644,JO,26.65,22.301,0.60610,11.8873
11.90,4.70,2.50,KU,15.60,11,0.88644,0.88644,JO,15.60,17.474,0.12982,4.0934
21.00,11.00,4.40,KU,21.90,11,0.88644,0.88644,JO,21.90,20.640,0.40626,9.5973
19.80,9.40,3.40,KU,21.45,11,0.88644,0.88644,JO,21.45,20.456,0.37047,8.8984
16.30,7.90,2.90,KU,19.00,8,1.70988,0.30206,SS,19.00,19.353,0.24789,6.6105
23.00,12.20,0.00,MA,34.55,8,1.70988,0.30206,SS,34.55,24.265,0.99313,15.5802
14.20,8.80,3.10,KU,16.10,11,0.88644,0.88644,JO,16.10,17.780,0.16040,4.9729
27.20,15.50,6.30,KU,25.60,11,0.88644,0.88644,JO,25.60,21.973,0.69090,14.2296
20.30,10.10,0.00,LM,31.75,8,1.70988,0.30206,SS,31.75,23.656,0.77081,12.8123
14.00,8.00,3.80,KU,16.00,10,0.64010,0.64010,JO,16.00,17.720,0.15657,4.8785
30.00,11.00,4.10,KU,32.40,11,0.88644,0.88644,JO,32.40,23.805,1.16910,19.3206
12.20,6.00,2.00,KU,12.45,11,0.88644,0.88644,JO,12.45,15.236,0.08588,3.3819
8.80,3.80,1.60,KU,10.60,8,1.70988,0.30206,SS,10.60,13.624,0.04774,2.1421
9.00,3.20,2.70,KU,9.65,11,0.88644,0.88644,JO,9.65,12.690,0.04050,1.9974
18.90,6.90,4.50,KU,20.90,10,0.64010,0.64010,JO,20.90,20.224,0.33837,8.3099
21.50,4.10,2.80,KU,26.55,11,0.88644,0.88644,JO,26.55,22.271,0.59434,11.6897
6.50,1.80,1.60,KU,7.40,10,0.64010,0.64010,JO,7.40,10.145,0.01682,0.9445
21.40,9.50,2.70,KU,23.65,11,0.88644,0.88644,JO,23.65,21.307,0.47728,10.4836
17.20,7.60,0.00,KS,29.60,8,1.70988,0.30206,SS,29.60,23.129,0.54794,9.7691
15.50,6.70,4.70,KU,17.50,10,0.64010,0.64010,JO,17.50,18.581,0.20291,5.8389
10.90,3.60,2.50,KU,10.30,11,0.88644,0.88644,JO,10.30,13.337,0.05403,2.5392
12.80,5.70,4.20,KU,13.90,8,1.70988,0.30206,SS,13.90,16.337,0.11067,3.9278
22.70,15.30,12.10,MA,31.90,8,1.70988,0.30206,SS,31.90,23.691,0.84168,14.2640
8.50,5.50,1.50,KU,8.45,10,0.64010,0.64010,JO,8.45,11.394,0.02978,1.6660
12.30,6.10,3.00,KU,16.30,11,0.88644,0.88644,JO,16.30,17.900,0.14522,4.3993
26.20,10.80,0.00,LM,39.35,10,0.64010,0.64010,JO,39.35,25.145,1.51271,20.5394
27.00,14.60,0.00,LM,30.95,11,0.88644,0.88644,JO,30.95,23.466,0.96867,16.7130
25.70,17.30,10.20,MA,35.95,11,0.88644,0.88644,JO,35.95,24.541,1.18091,17.9692
16.90,5.90,4.70,KU,20.75,10,0.64010,0.64010,JO,20.75,20.159,0.30227,7.4213
23.80,14.80,10.70,KU,39.60,8,1.70988,0.30206,SS,39.60,25.186,1.34987,18.2626
10.80,2.40,0.00,LM,9.45,11,0.88644,0.88644,JO,9.45,12.483,0.03993,2.1007
14.10,6.50,4.20,KU,17.30,8,1.70988,0.30206,SS,17.30,18.472,0.18288,5.2846
10.90,2.00,0.50,KU,11.10,11,0.88644,0.88644,JO,11.10,14.085,0.06248,2.7286
11.50,3.50,2.00,KU,9.85,8,1.70988,0.30206,SS,9.85,12.893,0.05183,2.5562
26.80,15.50,0.00,LM,45.30,10,0.64010,0.64010,JO,45.30,26.018,2.04574,24.1640
17.10,11.60,0.00,KS,23.05,10,0.64010,0.64010,JO,23.05,21.086,0.33061,7.5653
2.40,2.30,0.80,KU,7.55,8,1.70988,0.30206,SS,7.55,10.330,0.00819,0.6214
7.40,4.50,2.20,KU,8.05,11,0.88644,0.88644,JO,8.05,10.932,0.02413,1.3992
8.20,6.50,1.70,KU,9.65,8,1.70988,0.30206,SS,9.65,12.690,0.03748,1.8334
14.80,5.70,4.70,KU,17.90,8,1.70988,0.30206,SS,17.90,18.795,0.20349,5.7095
11.10,4.10,3.80,KU,12.65,11,0.88644,0.88644,JO,12.65,15.396,0.08174,3.1451
16.90,10.80,3.70,KU,15.90,10,0.64010,0.64010,JO,15.90,17.659,0.18231,5.7917
15.60,9.80,0.00,LM,13.05,8,1.70988,0.30206,SS,13.05,15.708,0.10347,4.0940
28.10,14.30,0.00,KS,41.75,11,0.88644,0.88644,JO,41.75,25.522,1.70893,22.3496
18.50,8.90,2.60,KU,19.55,11,0.88644,0.88644,JO,19.55,19.617,0.29266,7.6552
24.90,7.90,0.00,LM,34.85,10,0.64010,0.64010,JO,34.85,24.326,1.12975,17.2817
21.70,7.10,0.00,LM,32.40,11,0.88644,0.88644,JO,32.40,23.805,0.85476,13.9761
11.80,4.80,1.50,KU,16.90,8,1.70988,0.30206,SS,16.90,18.248,0.15023,4.3790
23.70,5.30,3.20,MA,33.20,8,1.70988,0.30206,SS,33.20,23.982,0.94370,15.4307
18.20,5.60,3.70,KU,16.50,11,0.88644,0.88644,JO,16.50,18.018,0.20897,6.4347
25.40,10.90,5.60,KU,36.65,11,0.88644,0.88644,JO,36.65,24.673,1.24818,18.2295
16.50,7.20,0.50,KU,15.90,11,0.88644,0.88644,JO,15.90,17.659,0.17850,5.6617
7.00,1.90,1.60,NU,7.50,8,1.70988,0.30206,SS,7.50,10.269,0.01830,1.0128
27.90,9.70,5.40,KU,44.50,11,0.88644,0.88644,JO,44.50,25.912,1.92427,23.5072
7.60,2.70,2.30,KU,8.75,10,0.64010,0.64010,JO,8.75,11.731,0.02906,1.5550
17.90,5.50,0.00,VA,14.10,11,0.88644,0.88644,JO,14.10,16.479,0.12960,4.8169
6.70,2.70,1.00,KU,12.45,8,1.70988,0.30206,SS,12.45,15.236,0.05218,1.9490
19.00,9.60,6.80,KU,18.65,10,0.64010,0.64010,JO,18.65,19.180,0.27414,7.5169
17.10,10.60,2.60,KU,20.75,11,0.88644,0.88644,JO,20.75,20.159,0.30542,7.5046
22.40,8.60,0.00,KS,27.25,8,1.70988,0.30206,SS,27.25,22.480,0.58710,11.6174
13.00,7.10,1.60,KU,13.00,11,0.88644,0.88644,JO,13.00,15.669,0.09857,3.7393
15.80,10.40,7.40,KU,18.90,12,2.31084,1.81717,LD,18.90,19.304,0.23883,6.3873
16.30,5.30,0.50,KU,11.20,11,0.88644,0.88644,JO,11.20,14.175,0.08994,4.0116
9.20,2.20,0.50,KU,7.50,11,0.88644,0.88644,JO,7.50,10.269,0.02255,1.2622
22.70,12.20,6.70,KU,22.75,10,0.64010,0.64010,JO,22.75,20.973,0.46848,10.7140
19.30,12.00,4.00,KU,17.15,10,0.64010,0.64010,JO,17.15,18.389,0.23708,7.0567
18.50,8.10,4.20,KU,25.65,11,0.88644,0.88644,JO,25.65,21.989,0.48701,9.8111
21.20,10.80,0.00,KS,29.20,12,2.31084,1.81717,LD,29.20,23.024,0.64110,11.7926
22.00,11.30,2.90,KU,19.25,11,0.88644,0.88644,JO,19.25,19.474,0.33241,8.9134
15.60,7.30,0.00,LM,10.35,11,0.88644,0.88644,JO,10.35,13.385,0.06516,3.2498
20.20,6.80,4.60,KU,21.45,11,0.88644,0.88644,JO,21.45,20.456,0.37722,9.0709
24.10,7.00,3.80,KU,26.00,11,0.88644,0.88644,JO,26.00,22.100,0.63492,12.8158
16.70,8.40,5.60,KU,16.50,12,2.31084,1.81717,LD,16.50,18.018,0.19364,5.9295
25.60,16.70,0.00,KU,29.95,10,0.64010,0.64010,JO,29.95,23.218,0.87163,15.4196
21.60,9.20,6.80,KU,22.35,10,0.64010,0.64010,JO,22.35,20.818,0.43302,10.0470
9.10,4.90,2.00,KU,11.00,11,0.88644,0.88644,JO,11.00,13.994,0.05276,2.2895
23.30,11.60,4.30,KU,24.65,10,0.64010,0.64010,JO,24.65,21.658,0.55738,11.8195
19.70,8.90,4.50,KU,25.00,11,0.88644,0.88644,JO,25.00,21.776,0.49115,10.1805
16.30,8.80,1.70,KU,19.05,10,0.64010,0.64010,JO,19.05,19.378,0.24913,6.6266
18.80,7.50,0.00,LM,16.25,11,0.88644,0.88644,JO,16.25,17.870,0.18936,6.1068
11.20,7.20,4.80,KU,15.75,11,0.88644,0.88644,JO,15.75,17.567,0.12562,3.9047
25.70,8.50,5.40,KU,30.40,11,0.88644,0.88644,JO,30.40,23.332,0.89903,15.6833
22.90,7.20,6.20,KU,22.70,10,0.64010,0.64010,JO,22.70,20.954,0.47033,10.7839
11.10,8.50,4.00,KU,10.95,12,2.31084,1.81717,LD,10.95,13.949,0.06180,2.7390
8.90,4.70,1.70,KU,9.30,11,0.88644,0.88644,JO,9.30,12.326,0.03733,1.9075
21.80,8.30,4.70,KU,22.15,11,0.88644,0.88644,JO,22.15,20.739,0.42938,10.0539
12.10,3.00,0.00,VA,9.30,11,0.88644,0.88644,JO,9.30,12.326,0.04012,2.1834
24.90,12.00,0.00,KS,39.05,8,1.70988,0.30206,SS,39.05,25.095,1.33071,18.4963
9.80,6.20,0.50,KU,7.70,11,0.88644,0.88644,JO,7.70,10.513,0.02499,1.3666
15.30,6.60,3.20,KU,12.65,11,0.88644,0.88644,JO,12.65,15.396,0.10767,4.2451
21.97,8.11,5.71,KU,30.25,10,0.64010,0.64010,JO,30.25,23.294,0.77084,13.4036
8.10,3.60,3.20,KU,9.30,11,0.88644,0.88644,JO,9.30,12.326,0.03452,1.7491
15.10,7.70,1.00,KU,14.85,11,0.88644,0.88644,JO,14.85,16.991,0.14491,4.8821
9.10,4.80,2.40,KU,10.20,11,0.88644,0.88644,JO,10.20,13.240,0.04555,2.1288
10.90,3.00,2.50,KU,11.35,11,0.88644,0.88644,JO,11.35,14.308,0.06525,2.7876
17.70,6.90,0.00,VA,20.80,11,0.88644,0.88644,JO,20.80,20.180,0.27942,7.0324
15.70,7.90,3.60,KU,15.90,10,0.64010,0.64010,JO,15.90,17.659,0.17089,5.4018
14.60,8.10,0.00,LM,12.50,8,1.70988,0.30206,SS,12.50,15.277,0.08966,3.6812
11.80,4.30,0.00,LM,8.55,12,2.31084,1.81717,LD,8.55,11.507,0.03514,2.0635
23.00,14.30,9.20,MA,48.05,11,0.88644,0.88644,JO,48.05,26.360,1.86871,21.2394
7.40,5.20,2.50,KU,8.30,11,0.88644,0.88644,JO,8.30,11.223,0.02563,1.4415
15.80,5.70,4.50,KU,21.15,12,2.31084,1.81717,LD,21.15,20.330,0.29540,7.0871
20.40,9.50,5.40,KU,23.05,10,0.64010,0.64010,JO,23.05,21.086,0.43557,9.7799
8.70,3.20,0.00,LM,7.60,8,1.70988,0.30206,SS,7.60,10.392,0.02220,1.2211
9.70,1.30,0.00,LM,7.35,11,0.88644,0.88644,JO,7.35,10.083,0.02252,1.2932
13.07,5.20,2.35,KU,15.25,10,0.64010,0.64010,JO,15.25,17.252,0.13462,4.3724
23.40,8.40,6.20,KU,24.40,10,0.64010,0.64010,JO,24.40,21.572,0.54906,11.7598
24.27,10.50,5.00,KU,33.30,11,0.88644,0.88644,JO,33.30,24.003,1.00635,16.0574
14.10,6.10,2.90,NU,19.75,8,1.70988,0.30206,SS,19.75,19.710,0.23519,5.9779
11.80,3.80,0.00,KU,15.45,12,2.31084,1.81717,LD,15.45,17.379,0.12653,4.0246
14.00,8.40,4.30,KU,16.15,10,0.64010,0.64010,JO,16.15,17.811,0.15939,4.9215
21.10,8.10,0.00,LM,25.80,8,1.70988,0.30206,SS,25.80,22.037,0.52931,10.8423
14.00,6.30,3.70,KU,11.75,11,0.88644,0.88644,JO,11.75,14.656,0.08642,3.6391
26.10,10.10,4.30,KU,29.95,11,0.88644,0.88644,JO,29.95,23.218,0.88756,15.7150
20.20,11.10,0.00,KS,21.50,12,2.31084,1.81717,LD,21.50,20.476,0.33278,8.2829
24.30,9.10,7.70,KU,33.00,10,0.64010,0.64010,JO,33.00,23.938,0.99109,15.9511
23.20,11.60,0.00,KS,47.15,8,1.70988,0.30206,SS,47.15,26.252,1.81560,20.8117
18.80,6.60,4.50,KU,24.50,8,1.70988,0.30206,SS,24.50,21.607,0.45361,9.5588
13.90,7.60,2.00,KU,13.25,12,2.31084,1.81717,LD,13.25,15.860,0.10832,4.0539
9.80,3.00,1.70,KU,10.50,11,0.88644,0.88644,JO,10.50,13.529,0.05128,2.3441
17.60,6.10,3.70,KU,21.50,8,1.70988,0.30206,SS,21.50,20.476,0.33496,7.9687
26.40,12.60,8.20,KU,35.25,11,0.88644,0.88644,JO,35.25,24.405,1.20642,18.3137
24.10,12.40,0.00,KU,31.45,8,1.70988,0.30206,SS,31.45,23.586,0.90106,15.1732
25.70,12.10,0.00,LM,49.95,8,1.70988,0.30206,SS,49.95,26.577,2.37879,25.4709
18.60,11.00,0.00,LM,17.00,11,0.88644,0.88644,JO,17.00,18.305,0.20515,6.3202
16.10,9.30,3.40,KU,17.30,12,2.31084,1.81717,LD,17.30,18.472,0.20522,5.9874
13.70,9.30,3.00,KU,17.50,11,0.88644,0.88644,JO,17.50,18.581,0.18235,5.1997
17.80,5.80,2.00,KU,25.25,8,1.70988,0.30206,SS,25.25,21.859,0.45707,9.3241
26.10,7.80,5.80,KU,35.40,10,0.64010,0.64010,JO,35.40,24.435,1.20275,18.1753
7.50,5.40,2.50,KU,8.40,11,0.88644,0.88644,JO,8.40,11.337,0.02653,1.4764
8.00,3.30,0.00,LM,8.35,10,0.64010,0.64010,JO,8.35,11.280,0.02467,1.4145
26.20,10.90,0.00,KS,37.60,10,0.64010,0.64010,JO,37.60,24.845,1.29507,18.7458
18.30,14.30,8.10,MA,23.10,12,2.31084,1.81717,LD,23.10,21.105,0.37485,8.5630
16.20,9.50,7.20,KU,11.55,8,1.70988,0.30206,SS,11.55,14.484,0.09495,4.1077
26.30,6.60,5.10,KU,41.25,10,0.64010,0.64010,JO,41.25,25.446,1.59240,20.8358
27.10,18.10,9.40,MA,41.75,11,0.88644,0.88644,JO,41.75,25.522,1.64936,21.7645
24.50,13.40,7.80,KU,23.90,10,0.64010,0.64010,JO,23.90,21.397,0.55124,12.0694
15.30,7.50,0.00,LM,11.80,11,0.88644,0.88644,JO,11.80,14.698,0.08322,3.6349
13.60,8.60,0.00,LM,15.95,12,2.31084,1.81717,LD,15.95,17.690,0.13720,4.3866
16.60,8.30,5.60,KU,20.35,8,1.70988,0.30206,SS,20.35,19.983,0.28682,7.1667
24.70,15.70,0.00,KS,28.45,11,0.88644,0.88644,JO,28.45,22.821,0.70096,13.3670
7.80,3.90,1.00,KU,8.25,11,0.88644,0.88644,JO,8.25,11.165,0.02645,1.5040
9.60,4.40,2.00,KU,7.95,11,0.88644,0.88644,JO,7.95,10.813,0.02629,1.3866
15.40,6.90,4.70,KU,24.95,10,0.64010,0.64010,JO,24.95,21.759,0.39377,8.0429
14.50,6.70,3.30,KU,17.80,11,0.88644,0.88644,JO,17.80,18.742,0.19779,5.5715
25.60,9.90,4.30,KU,33.30,11,0.88644,0.88644,JO,33.30,24.003,1.05752,16.9176
28.50,12.20,7.90,KU,40.75,10,0.64010,0.64010,JO,40.75,25.369,1.68080,22.3280
24.30,5.30,5.30,KU,25.60,11,0.88644,0.88644,JO,25.60,21.973,0.62167,12.7406
20.00,10.10,0.00,LM,27.15,8,1.70988,0.30206,SS,27.15,22.451,0.55700,10.8105
12.80,6.60,0.00,LM,10.95,12,2.31084,1.81717,LD,10.95,13.949,0.06158,2.8490
11.00,5.00,2.50,KU,14.95,8,1.70988,0.30206,SS,14.95,17.057,0.11195,3.6556
25.70,6.80,5.80,KU,40.60,10,0.64010,0.64010,JO,40.60,25.346,1.51515,20.1014
18.00,11.00,8.80,MA,30.50,12,2.31084,1.81717,LD,30.50,23.356,0.63506,11.0171
21.00,10.30,7.80,KU,19.90,10,0.64010,0.64010,JO,19.90,19.779,0.33923,8.7878
25.60,12.10,0.00,LM,35.20,8,1.70988,0.30206,SS,35.20,24.396,1.18479,17.9604
14.30,6.10,0.00,LM,8.90,11,0.88644,0.88644,JO,8.90,11.896,0.04472,2.5727
25.10,15.10,8.50,MA,30.85,12,2.31084,1.81717,LD,30.85,23.442,0.86077,15.1907
22.80,7.50,5.60,KU,29.30,12,2.31084,1.81717,LD,29.30,23.050,0.75210,13.5082
14.40,5.00,0.00,LM,12.45,10,0.64010,0.64010,JO,12.45,15.236,0.08789,3.6187
23.00,5.40,5.40,KU,24.50,11,0.88644,0.88644,JO,24.50,21.607,0.54454,11.6073
24.80,8.00,0.00,LM,34.10,8,1.70988,0.30206,SS,34.10,24.173,1.07769,16.8438
14.20,5.20,2.70,KU,13.40,12,2.31084,1.81717,LD,13.40,15.972,0.11276,4.1804
14.72,7.26,4.49,KU,14.65,12,2.31084,1.81717,LD,14.65,16.857,0.13810,4.7057
8.80,5.50,2.50,KU,11.05,12,2.31084,1.81717,LD,11.05,14.040,0.05176,2.2296
20.20,8.70,6.10,KU,23.70,8,1.70988,0.30206,SS,23.70,21.325,0.45475,9.9360
16.00,5.80,0.00,LM,11.45,11,0.88644,0.88644,JO,11.45,14.396,0.08150,3.6825
11.20,7.00,3.80,KU,12.45,12,2.31084,1.81717,LD,12.45,15.236,0.07987,3.1235
22.40,10.70,0.00,KS,29.70,8,1.70988,0.30206,SS,29.70,23.154,0.69742,12.6618
16.20,5.30,0.00,LM,13.75,11,0.88644,0.88644,JO,13.75,16.229,0.11871,4.4723
23.30,6.50,3.90,KU,21.00,8,1.70988,0.30206,SS,21.00,20.266,0.41294,10.2119
10.90,7.10,2.00,LM,10.60,11,0.88644,0.88644,JO,10.60,13.624,0.05059,2.3756
7.40,4.50,2.00,KU,7.35,11,0.88644,0.88644,JO,7.35,10.083,0.01831,1.0365
19.00,11.00,0.00,KS,32.30,12,2.31084,1.81717,LD,32.30,23.782,0.71138,11.7269
14.20,7.00,5.20,KU,23.85,12,2.31084,1.81717,LD,23.85,21.379,0.33751,7.1548
