timestamp,Year,Month,Day,Hour,DoY,Tair_f,NEE_f,GPP_f,Reco
2020-01-01 00:00:00,2020,1,1,0.0,1,-1.823,0.93385,0.037139,0.970984
2020-01-01 00:30:00,2020,1,1,0.5,1,-2.031,0.73878,0.21787,0.956651
2020-01-01 01:00:00,2020,1,1,1.0,1,-2.285,1.0592,-0.11984,0.939356
2020-01-01 01:30:00,2020,1,1,1.5,1,-2.342,0.58402,0.35113,0.935153
2020-01-01 02:00:00,2020,1,1,2.0,1,-2.487,0.56388,0.36129,0.925168
2020-01-01 02:30:00,2020,1,1,2.5,1,-2.624,-0.36116,1.2769,0.915751
2020-01-01 03:00:00,2020,1,1,3.0,1,-2.537,1.2168,-0.29578,0.921024
2020-01-01 03:30:00,2020,1,1,3.5,1,-1.915,1.2097,-0.24802,0.961691
2020-01-01 04:00:00,2020,1,1,4.0,1,-1.432,0.68237,0.31119,0.993566
2020-01-01 04:30:00,2020,1,1,4.5,1,-1.27,0.76267,0.24135,1.004019
2020-01-01 05:00:00,2020,1,1,5.0,1,-1.094,1.2346,-0.21917,1.01545
2020-01-01 05:30:00,2020,1,1,5.5,1,-0.888,0.67221,0.35674,1.028957
2020-01-01 06:00:00,2020,1,1,6.0,1,-1.024,0.34704,0.67221,1.019243
2020-01-01 06:30:00,2020,1,1,6.5,1,-1.295,0.49611,0.50435,1.000459
2020-01-01 07:00:00,2020,1,1,7.0,1,-1.295,0.77439,0.2256,0.999991
2020-01-01 07:30:00,2020,1,1,7.5,1,-1.17,0.96147,0.046472,1.007945
2020-01-01 08:00:00,2020,1,1,8.0,1,-1.286,0.65305,0.34661,0.99966
2020-01-01 08:30:00,2020,1,1,8.5,1,-1.213,1.0761,-0.072035,1.004104
2020-01-01 09:00:00,2020,1,1,9.0,1,-1.102,1.081,-0.069924,1.011114
2020-01-01 09:30:00,2020,1,1,9.5,1,-0.677,1.1327,-0.093259,1.039441
2020-01-01 10:00:00,2020,1,1,10.0,1,-0.484,0.91156,0.14056,1.052113
2020-01-01 10:30:00,2020,1,1,10.5,1,1.044,1.9494,-0.79183,1.157592
2020-01-01 11:00:00,2020,1,1,11.0,1,1.784,-0.069543,1.279,1.209447
2020-01-01 11:30:00,2020,1,1,11.5,1,2.028,0.040991,1.1853,1.226296
2020-01-01 12:00:00,2020,1,1,12.0,1,2.259,-0.25296,1.4952,1.242266
2020-01-01 12:30:00,2020,1,1,12.5,1,2.395,-0.014452,1.2659,1.251449
2020-01-01 13:00:00,2020,1,1,13.0,1,2.515,-0.15868,1.4182,1.259491
2020-01-01 13:30:00,2020,1,1,13.5,1,2.657,-0.266,1.5351,1.269129
2020-01-01 14:00:00,2020,1,1,14.0,1,2.702,-0.28132,1.5531,1.271776
2020-01-01 14:30:00,2020,1,1,14.5,1,2.683,-0.27312,1.5429,1.269807
2020-01-01 15:00:00,2020,1,1,15.0,1,2.778,-0.040413,1.3165,1.276058
2020-01-01 15:30:00,2020,1,1,15.5,1,2.652,0.46908,0.7973,1.266377
2020-01-01 16:00:00,2020,1,1,16.0,1,2.447,0.54987,0.70118,1.251054
2020-01-01 16:30:00,2020,1,1,16.5,1,2.47,1.2124,0.039702,1.252112
2020-01-01 17:00:00,2020,1,1,17.0,1,2.773,0.81629,0.457,1.27329
2020-01-01 17:30:00,2020,1,1,17.5,1,2.693,0.53247,0.73446,1.266933
2020-01-01 18:00:00,2020,1,1,18.0,1,2.625,1.0712,0.19024,1.26145
2020-01-01 18:30:00,2020,1,1,18.5,1,2.991,1.1571,0.13008,1.28719
2020-01-01 19:00:00,2020,1,1,19.0,1,3.093,0.96023,0.33371,1.293943
2020-01-01 19:30:00,2020,1,1,19.5,1,3.2,1.2765,0.024522,1.301062
2020-01-01 20:00:00,2020,1,1,20.0,1,3.345,1.4194,-0.1085,1.310938
2020-01-01 20:30:00,2020,1,1,20.5,1,3.454,1.1206,0.19764,1.318216
2020-01-01 21:00:00,2020,1,1,21.0,1,3.642,1.2759,0.055377,1.331237
2020-01-01 21:30:00,2020,1,1,21.5,1,3.687,0.9115,0.42238,1.333876
2020-01-01 22:00:00,2020,1,1,22.0,1,3.697,1.439,-0.10508,1.333969
2020-01-01 22:30:00,2020,1,1,22.5,1,3.739,1.5228,-0.18639,1.336387
2020-01-01 23:00:00,2020,1,1,23.0,1,3.808,1.1874,0.1534,1.340768
2020-01-01 23:30:00,2020,1,1,23.5,1,3.717,1.3204,0.01311,1.33352
2020-01-02 00:00:00,2020,1,2,0.0,2,3.85,1.276,0.066525,1.342545
2020-01-02 00:30:00,2020,1,2,0.5,2,3.751,1.1097,0.22502,1.334718
2020-01-02 01:00:00,2020,1,2,1.0,2,3.591,1.4938,-0.17136,1.322493
2020-01-02 01:30:00,2020,1,2,1.5,2,3.728,1.5042,-0.17238,1.331781
2020-01-02 02:00:00,2020,1,2,2.0,2,3.836,1.3153,0.023645,1.338975
2020-01-02 02:30:00,2020,1,2,2.5,2,3.898,1.7281,-0.38528,1.342834
2020-01-02 03:00:00,2020,1,2,3.0,2,3.983,1.4445,-0.096108,1.348362
2020-01-02 03:30:00,2020,1,2,3.5,2,4.102,1.6241,-0.26776,1.356364
2020-01-02 04:00:00,2020,1,2,4.0,2,4.282,1.4042,-0.035377,1.368813
2020-01-02 04:30:00,2020,1,2,4.5,2,4.445,1.3945,-0.01449,1.38004
2020-01-02 05:00:00,2020,1,2,5.0,2,4.573,1.2013,0.18741,1.388724
2020-01-02 05:30:00,2020,1,2,5.5,2,4.722,1.1972,0.2017,1.398952
2020-01-02 06:00:00,2020,1,2,6.0,2,4.78,0.8563,0.54622,1.402526
2020-01-02 06:30:00,2020,1,2,6.5,2,4.811,1.1307,0.27345,1.404123
2020-01-02 07:00:00,2020,1,2,7.0,2,4.743,1.0598,0.33868,1.398479
2020-01-02 07:30:00,2020,1,2,7.5,2,4.718,1.1937,0.20231,1.395983
2020-01-02 08:00:00,2020,1,2,8.0,2,4.632,1.1488,0.24026,1.389041
2020-01-02 08:30:00,2020,1,2,8.5,2,4.508,1.38,-0.00066361,1.379346
2020-01-02 09:00:00,2020,1,2,9.0,2,4.34,1.0057,0.36073,1.366482
2020-01-02 09:30:00,2020,1,2,9.5,2,4.121,1.5341,-0.18413,1.349967
2020-01-02 10:00:00,2020,1,2,10.0,2,4.11,0.97154,0.37698,1.348524
2020-01-02 10:30:00,2020,1,2,10.5,2,4.271,0.31138,1.0481,1.359518
2020-01-02 11:00:00,2020,1,2,11.0,2,4.492,-0.0077003,1.3826,1.374877
2020-01-02 11:30:00,2020,1,2,11.5,2,4.635,0.18458,1.2,1.384597
2020-01-02 12:00:00,2020,1,2,12.0,2,4.702,0.22906,1.1597,1.3888
2020-01-02 12:30:00,2020,1,2,12.5,2,4.796,0.028992,1.366,1.394965
2020-01-02 13:00:00,2020,1,2,13.0,2,4.982,0.38986,1.018,1.407833
2020-01-02 13:30:00,2020,1,2,13.5,2,5.154,0.47693,0.94277,1.419698
2020-01-02 14:00:00,2020,1,2,14.0,2,5.297,0.36462,1.0648,1.429457
2020-01-02 14:30:00,2020,1,2,14.5,2,5.404,0.95284,0.48375,1.436591
2020-01-02 15:00:00,2020,1,2,15.0,2,5.423,0.79049,0.64679,1.437287
2020-01-02 15:30:00,2020,1,2,15.5,2,5.395,0.097096,1.3375,1.434547
2020-01-02 16:00:00,2020,1,2,16.0,2,5.286,0.99084,0.43505,1.425898
2020-01-02 16:30:00,2020,1,2,16.5,2,5.163,1.5376,-0.1214,1.416248
2020-01-02 17:00:00,2020,1,2,17.0,2,5.109,1.6299,-0.21827,1.411635
2020-01-02 17:30:00,2020,1,2,17.5,2,5.043,1.7613,-0.35513,1.406158
2020-01-02 18:00:00,2020,1,2,18.0,2,5.015,1.3732,0.030235,1.403445
2020-01-02 18:30:00,2020,1,2,18.5,2,4.985,1.4018,-0.0011593,1.400591
2020-01-02 19:00:00,2020,1,2,19.0,2,4.929,1.2538,0.14205,1.395856
2020-01-02 19:30:00,2020,1,2,19.5,2,4.956,1.3101,0.087074,1.397134
2020-01-02 20:00:00,2020,1,2,20.0,2,4.915,1.3671,0.026421,1.393491
2020-01-02 20:30:00,2020,1,2,20.5,2,4.829,0.62544,0.76116,1.386601
2020-01-02 21:00:00,2020,1,2,21.0,2,4.766,1.2387,0.14264,1.381382
2020-01-02 21:30:00,2020,1,2,21.5,2,4.733,0.60084,0.77749,1.378334
2020-01-02 22:00:00,2020,1,2,22.0,2,4.685,0.70485,0.66936,1.374208
2020-01-02 22:30:00,2020,1,2,22.5,2,4.618,0.87762,0.49111,1.368722
2020-01-02 23:00:00,2020,1,2,23.0,2,4.511,-0.11099,1.4714,1.360375
2020-01-02 23:30:00,2020,1,2,23.5,2,4.399,1.445,-0.093342,1.351688
2020-01-03 00:00:00,2020,1,3,0.0,3,4.331,1.0787,0.26744,1.346166
2020-01-03 00:30:00,2020,1,3,0.5,3,4.187,1.3758,-0.040551,1.335229
2020-01-03 01:00:00,2020,1,3,1.0,3,4.106,0.85987,0.46894,1.328807
2020-01-03 01:30:00,2020,1,3,1.5,3,4.098,0.97274,0.35485,1.32759
2020-01-03 02:00:00,2020,1,3,2.0,3,4.093,2.0718,-0.74519,1.326587
2020-01-03 02:30:00,2020,1,3,2.5,3,4.04,1.18,0.14215,1.322173
2020-01-03 03:00:00,2020,1,3,3.0,3,3.917,1.0591,0.25375,1.3128
2020-01-03 03:30:00,2020,1,3,3.5,3,3.58,0.64894,0.6394,1.288337
2020-01-03 04:00:00,2020,1,3,4.0,3,3.22,1.1024,0.16001,1.2624
2020-01-03 04:30:00,2020,1,3,4.5,3,2.907,0.75122,0.48868,1.2399
2020-01-03 05:00:00,2020,1,3,5.0,3,2.559,0.92997,0.28513,1.215099
2020-01-03 05:30:00,2020,1,3,5.5,3,2.27,1.1203,0.074253,1.194523
2020-01-03 06:00:00,2020,1,3,6.0,3,2.018,1.1287,0.047849,1.176599
2020-01-03 06:30:00,2020,1,3,6.5,3,2.071,1.4114,-0.23172,1.179662
2020-01-03 07:00:00,2020,1,3,7.0,3,2.283,1.6869,-0.49323,1.193664
2020-01-03 07:30:00,2020,1,3,7.5,3,2.455,0.88559,0.31935,1.204939
2020-01-03 08:00:00,2020,1,3,8.0,3,2.628,0.56884,0.64747,1.216304
2020-01-03 08:30:00,2020,1,3,8.5,3,2.698,1.223,-0.0024478,1.220552
2020-01-03 09:00:00,2020,1,3,9.0,3,2.816,1.1181,0.11002,1.228128
2020-01-03 09:30:00,2020,1,3,9.5,3,2.796,0.22939,0.99675,1.226139
2020-01-03 10:00:00,2020,1,3,10.0,3,2.896,0.47833,0.75413,1.232467
2020-01-03 10:30:00,2020,1,3,10.5,3,3.158,0.40711,0.84295,1.250061
2020-01-03 11:00:00,2020,1,3,11.0,3,3.501,0.43812,0.83525,1.273369
2020-01-03 11:30:00,2020,1,3,11.5,3,3.789,0.70847,0.58548,1.293951
2020-01-03 12:00:00,2020,1,3,12.0,3,3.981,0.2067,1.1012,1.307861
2020-01-03 12:30:00,2020,1,3,12.5,3,4.123,0.65846,0.65982,1.318284
2020-01-03 13:00:00,2020,1,3,13.0,3,4.213,0.74004,0.58501,1.325055
2020-01-03 13:30:00,2020,1,3,13.5,3,4.233,1.3259,0.00094213,1.326882
2020-01-03 14:00:00,2020,1,3,14.0,3,4.214,-0.13619,1.4621,1.32595
2020-01-03 14:30:00,2020,1,3,14.5,3,4.258,0.71081,0.61867,1.329478
2020-01-03 15:00:00,2020,1,3,15.0,3,4.388,1.0087,0.33045,1.339109
2020-01-03 15:30:00,2020,1,3,15.5,3,4.59,1.6775,-0.32361,1.353884
2020-01-03 16:00:00,2020,1,3,16.0,3,4.759,1.1662,0.20014,1.366351
2020-01-03 16:30:00,2020,1,3,16.5,3,4.661,1.1199,0.23993,1.359784
2020-01-03 17:00:00,2020,1,3,17.0,3,4.715,1.1661,0.19793,1.364059
2020-01-03 17:30:00,2020,1,3,17.5,3,4.754,1.6274,-0.26014,1.367267
2020-01-03 18:00:00,2020,1,3,18.0,3,4.695,2.3703,-1.0068,1.363478
2020-01-03 18:30:00,2020,1,3,18.5,3,4.558,1.6989,-0.34478,1.354126
2020-01-03 19:00:00,2020,1,3,19.0,3,4.544,3.0514,-1.6978,1.353548
2020-01-03 19:30:00,2020,1,3,19.5,3,4.565,1.9203,-0.56485,1.355465
2020-01-03 20:00:00,2020,1,3,20.0,3,4.464,1.2407,0.10802,1.348684
2020-01-03 20:30:00,2020,1,3,20.5,3,4.556,1.2583,0.097333,1.355663
2020-01-03 21:00:00,2020,1,3,21.0,3,4.67,1.2944,0.069828,1.364228
2020-01-03 21:30:00,2020,1,3,21.5,3,4.611,1.8092,-0.44873,1.360432
2020-01-03 22:00:00,2020,1,3,22.0,3,4.465,1.327,0.023476,1.350426
2020-01-03 22:30:00,2020,1,3,22.5,3,4.209,-1.6595,2.9921,1.332604
2020-01-03 23:00:00,2020,1,3,23.0,3,3.878,-0.7906,2.1001,1.30952
2020-01-03 23:30:00,2020,1,3,23.5,3,3.528,0.17996,1.1052,1.28519
2020-01-04 00:00:00,2020,1,4,0.0,4,3.282,1.165,0.10326,1.268271
2020-01-04 00:30:00,2020,1,4,0.5,4,3.343,1.3382,-0.065207,1.272953
2020-01-04 01:00:00,2020,1,4,1.0,4,3.203,1.3916,-0.12808,1.263504
2020-01-04 01:30:00,2020,1,4,1.5,4,3.13,1.2462,0.01259,1.25877
2020-01-04 02:00:00,2020,1,4,2.0,4,2.919,1.358,-0.11362,1.244372
2020-01-04 02:30:00,2020,1,4,2.5,4,2.731,1.3144,-0.082802,1.231618
2020-01-04 03:00:00,2020,1,4,3.0,4,2.53,2.2304,-1.0124,1.217989
2020-01-04 03:30:00,2020,1,4,3.5,4,2.607,3.1382,-1.9144,1.223728
2020-01-04 04:00:00,2020,1,4,4.0,4,2.588,1.9444,-0.72164,1.222781
2020-01-04 04:30:00,2020,1,4,4.5,4,2.374,1.1402,0.068015,1.208265
2020-01-04 05:00:00,2020,1,4,5.0,4,2.422,1.7484,-0.53642,1.211974
2020-01-04 05:30:00,2020,1,4,5.5,4,2.508,1.6759,-0.45758,1.218335
2020-01-04 06:00:00,2020,1,4,6.0,4,2.516,0.78648,0.43278,1.219268
2020-01-04 06:30:00,2020,1,4,6.5,4,2.328,0.80164,0.40492,1.206556
2020-01-04 07:00:00,2020,1,4,7.0,4,2.247,0.32609,0.87521,1.201299
2020-01-04 07:30:00,2020,1,4,7.5,4,2.314,0.8563,0.35002,1.206325
2020-01-04 08:00:00,2020,1,4,8.0,4,2.416,1.3014,-0.087633,1.213797
2020-01-04 08:30:00,2020,1,4,8.5,4,2.363,1.8367,-0.62624,1.210478
2020-01-04 09:00:00,2020,1,4,9.0,4,2.127,1.8713,-0.6769,1.194444
2020-01-04 09:30:00,2020,1,4,9.5,4,1.587,0.90072,0.25678,1.157501
2020-01-04 10:00:00,2020,1,4,10.0,4,1.496,0.33231,0.81929,1.151601
2020-01-04 10:30:00,2020,1,4,10.5,4,1.772,3.026,-1.855,1.170964
2020-01-04 11:00:00,2020,1,4,11.0,4,2.072,2.197,-1.0049,1.192093
2020-01-04 11:30:00,2020,1,4,11.5,4,2.494,0.69351,0.52835,1.221859
2020-01-04 12:00:00,2020,1,4,12.0,4,2.298,1.0867,0.12187,1.20855
2020-01-04 12:30:00,2020,1,4,12.5,4,0.246,1.0078,0.060541,1.068355
2020-01-04 13:00:00,2020,1,4,13.0,4,0.195,0.72815,0.3371,1.065256
2020-01-04 13:30:00,2020,1,4,13.5,4,0.398,-0.075038,1.1543,1.079248
2020-01-04 14:00:00,2020,1,4,14.0,4,0.521,-0.85519,1.9431,1.087887
2020-01-04 14:30:00,2020,1,4,14.5,4,0.574,0.086557,1.0053,1.091808
2020-01-04 15:00:00,2020,1,4,15.0,4,0.5,0.37324,0.71389,1.087133
2020-01-04 15:30:00,2020,1,4,15.5,4,0.601,0.6669,0.42741,1.094307
2020-01-04 16:00:00,2020,1,4,16.0,4,0.804,0.59668,0.51175,1.108436
2020-01-04 16:30:00,2020,1,4,16.5,4,0.891,0.75056,0.36415,1.114704
2020-01-04 17:00:00,2020,1,4,17.0,4,1.07,1.22,-0.092691,1.127279
2020-01-04 17:30:00,2020,1,4,17.5,4,1.094,1.1679,-0.038673,1.129267
2020-01-04 18:00:00,2020,1,4,18.0,4,1.096,1.2113,-0.08152,1.12975
2020-01-04 18:30:00,2020,1,4,18.5,4,1.087,0.82252,0.30696,1.129478
2020-01-04 19:00:00,2020,1,4,19.0,4,1.077,1.0382,0.090888,1.129138
2020-01-04 19:30:00,2020,1,4,19.5,4,1.175,0.84025,0.29596,1.136208
2020-01-04 20:00:00,2020,1,4,20.0,4,1.132,0.7333,0.4003,1.133602
2020-01-04 20:30:00,2020,1,4,20.5,4,1.054,0.67076,0.45784,1.128595
2020-01-04 21:00:00,2020,1,4,21.0,4,1.147,1.099,0.036315,1.135325
2020-01-04 21:30:00,2020,1,4,21.5,4,1.301,1.0025,0.14377,1.146272
2020-01-04 22:00:00,2020,1,4,22.0,4,1.306,0.71622,0.43075,1.146966
2020-01-04 22:30:00,2020,1,4,22.5,4,1.303,0.66282,0.48429,1.147109
2020-01-04 23:00:00,2020,1,4,23.0,4,1.402,0.83522,0.31907,1.154295
2020-01-04 23:30:00,2020,1,4,23.5,4,1.48,1.0484,0.11163,1.160044
2020-01-05 00:00:00,2020,1,5,0.0,5,1.334,0.777,0.3733,1.150299
2020-01-05 00:30:00,2020,1,5,0.5,5,1.397,1.272,-0.11703,1.155005
2020-01-05 01:00:00,2020,1,5,1.0,5,1.366,1.7453,-0.59212,1.153212
2020-01-05 01:30:00,2020,1,5,1.5,5,1.274,1.7833,-0.63608,1.147204
2020-01-05 02:00:00,2020,1,5,2.0,5,1.302,1.7116,-0.56212,1.149488
2020-01-05 02:30:00,2020,1,5,2.5,5,1.172,2.4798,-1.339,1.140859
2020-01-05 03:00:00,2020,1,5,3.0,5,0.952,1.2964,-0.17031,1.126056
2020-01-05 03:30:00,2020,1,5,3.5,5,0.625,0.88945,0.21454,1.103986
2020-01-05 04:00:00,2020,1,5,4.0,5,0.21,0.92382,0.15225,1.07607
2020-01-05 04:30:00,2020,1,5,4.5,5,0.458,0.50495,0.5883,1.093258
2020-01-05 05:00:00,2020,1,5,5.0,5,0.39,1.049,0.039987,1.088957
2020-01-05 05:30:00,2020,1,5,5.5,5,0.287,1.1988,-0.11653,1.08228
2020-01-05 06:00:00,2020,1,5,6.0,5,0.305,1.3851,-0.30128,1.083833
2020-01-05 06:30:00,2020,1,5,6.5,5,0.191,1.4864,-0.40994,1.076415
2020-01-05 07:00:00,2020,1,5,7.0,5,0.101,1.059,0.011656,1.070636
2020-01-05 07:30:00,2020,1,5,7.5,5,-0.036,1.1694,-0.10775,1.061685
2020-01-05 08:00:00,2020,1,5,8.0,5,-0.228,1.1227,-0.073633,1.049047
2020-01-05 08:30:00,2020,1,5,8.5,5,-0.509,0.92205,0.10843,1.030484
2020-01-05 09:00:00,2020,1,5,9.0,5,-0.697,1.0792,-0.061008,1.018222
2020-01-05 09:30:00,2020,1,5,9.5,5,-0.726,0.86007,0.15653,1.016595
2020-01-05 10:00:00,2020,1,5,10.0,5,-0.838,0.31088,0.69856,1.009436
2020-01-05 10:30:00,2020,1,5,10.5,5,-0.834,0.35081,0.65919,1.010008
2020-01-05 11:00:00,2020,1,5,11.0,5,-0.729,0.3649,0.65242,1.017318
2020-01-05 11:30:00,2020,1,5,11.5,5,-0.995,-0.024542,1.0244,0.999907
2020-01-05 12:00:00,2020,1,5,12.0,5,-1.004,-0.08024,1.0799,0.999611
2020-01-05 12:30:00,2020,1,5,12.5,5,-0.921,0.64918,0.35625,1.005433
2020-01-05 13:00:00,2020,1,5,13.0,5,-0.775,1.0216,-0.0061755,1.015474
2020-01-05 13:30:00,2020,1,5,13.5,5,-0.525,1.4702,-0.43764,1.032531
2020-01-05 14:00:00,2020,1,5,14.0,5,-0.431,0.63914,0.40002,1.039165
2020-01-05 14:30:00,2020,1,5,14.5,5,-0.424,0.33226,0.70769,1.039951
2020-01-05 15:00:00,2020,1,5,15.0,5,-0.493,0.55117,0.48444,1.035619
2020-01-05 15:30:00,2020,1,5,15.5,5,-0.499,0.49503,0.54049,1.035527
2020-01-05 16:00:00,2020,1,5,16.0,5,-0.564,0.75389,0.27758,1.031467
2020-01-05 16:30:00,2020,1,5,16.5,5,-0.618,0.7467,0.28145,1.028149
2020-01-05 17:00:00,2020,1,5,17.0,5,-0.647,0.83471,0.19181,1.026512
2020-01-05 17:30:00,2020,1,5,17.5,5,-0.636,0.59454,0.43302,1.02756
2020-01-05 18:00:00,2020,1,5,18.0,5,-0.626,0.15916,0.86938,1.028542
2020-01-05 18:30:00,2020,1,5,18.5,5,-0.701,0.31451,0.70931,1.023813
2020-01-05 19:00:00,2020,1,5,19.0,5,-0.784,0.61528,0.40327,1.018553
2020-01-05 19:30:00,2020,1,5,19.5,5,-0.884,1.038,-0.025838,1.012162
2020-01-05 20:00:00,2020,1,5,20.0,5,-1.032,0.16814,0.83444,1.002578
2020-01-05 20:30:00,2020,1,5,20.5,5,-1.351,1.4796,-0.49792,0.98167
2020-01-05 21:00:00,2020,1,5,21.0,5,-1.844,1.0282,-0.078723,0.949478
2020-01-05 21:30:00,2020,1,5,21.5,5,-2.166,0.95514,-0.026399,0.928742
2020-01-05 22:00:00,2020,1,5,22.0,5,-2.381,0.95388,-0.038804,0.915073
2020-01-05 22:30:00,2020,1,5,22.5,5,-2.526,0.82554,0.080442,0.90598
2020-01-05 23:00:00,2020,1,5,23.0,5,-2.599,0.91592,-0.014369,0.901547
2020-01-05 23:30:00,2020,1,5,23.5,5,-2.707,0.42316,0.47171,0.894871
2020-01-06 00:00:00,2020,1,6,0.0,6,-2.796,0.71096,0.17847,0.889427
2020-01-06 00:30:00,2020,1,6,0.5,6,-2.843,0.9295,-0.042815,0.886682
2020-01-06 01:00:00,2020,1,6,1.0,6,-2.79,0.9295,-0.039151,0.890346
2020-01-06 01:30:00,2020,1,6,1.5,6,-2.677,1.2946,-0.39675,0.897876
2020-01-06 02:00:00,2020,1,6,2.0,6,-2.549,0.86265,0.043745,0.906399
2020-01-06 02:30:00,2020,1,6,2.5,6,-2.434,0.96609,-0.051978,0.914111
2020-01-06 03:00:00,2020,1,6,3.0,6,-2.25,1.1718,-0.24543,0.926338
2020-01-06 03:30:00,2020,1,6,3.5,6,-2.092,0.50741,0.42951,0.936927
2020-01-06 04:00:00,2020,1,6,4.0,6,-2.05,1.1851,-0.24515,0.939955
2020-01-06 04:30:00,2020,1,6,4.5,6,-2.397,1.5061,-0.58849,0.917608
2020-01-06 05:00:00,2020,1,6,5.0,6,-2.458,1.0414,-0.12745,0.913924
2020-01-06 05:30:00,2020,1,6,5.5,6,-2.282,1.8479,-0.92225,0.92564
2020-01-06 06:00:00,2020,1,6,6.0,6,-2.006,1.1954,-0.25141,0.943967
2020-01-06 06:30:00,2020,1,6,6.5,6,-1.769,2.0986,-1.1388,0.959849
2020-01-06 07:00:00,2020,1,6,7.0,6,-1.538,1.398,-0.42258,0.97543
2020-01-06 07:30:00,2020,1,6,7.5,6,-1.395,0.81535,0.16988,0.985233
2020-01-06 08:00:00,2020,1,6,8.0,6,-1.223,0.40389,0.59312,0.997012
2020-01-06 08:30:00,2020,1,6,8.5,6,-1.074,1.8538,-0.84647,1.007298
2020-01-06 09:00:00,2020,1,6,9.0,6,-1.046,0.77545,0.23403,1.00948
2020-01-06 09:30:00,2020,1,6,9.5,6,-0.989,0.92298,0.090636,1.013616
2020-01-06 10:00:00,2020,1,6,10.0,6,-0.811,0.65883,0.36709,1.025926
2020-01-06 10:30:00,2020,1,6,10.5,6,-0.685,0.45308,0.58168,1.034763
2020-01-06 11:00:00,2020,1,6,11.0,6,-0.536,0.12998,0.91521,1.045193
2020-01-06 11:30:00,2020,1,6,11.5,6,-0.369,-0.14303,1.1999,1.056889
2020-01-06 12:00:00,2020,1,6,12.0,6,-0.259,-0.33641,1.4011,1.064727
2020-01-06 12:30:00,2020,1,6,12.5,6,-0.125,-0.11742,1.1917,1.074235
2020-01-06 13:00:00,2020,1,6,13.0,6,-0.03,-0.12364,1.2047,1.081087
2020-01-06 13:30:00,2020,1,6,13.5,6,0.139,-0.14825,1.2413,1.093065
2020-01-06 14:00:00,2020,1,6,14.0,6,0.29,-0.087901,1.1917,1.10384
2020-01-06 14:30:00,2020,1,6,14.5,6,0.555,0.97769,0.14489,1.122589
2020-01-06 15:00:00,2020,1,6,15.0,6,0.635,0.98248,0.14603,1.128504
2020-01-06 15:30:00,2020,1,6,15.5,6,0.711,0.15103,0.98312,1.134151
2020-01-06 16:00:00,2020,1,6,16.0,6,0.751,1.0723,0.064999,1.137287
2020-01-06 16:30:00,2020,1,6,16.5,6,0.805,1.0723,0.069087,1.141409
2020-01-06 17:00:00,2020,1,6,17.0,6,0.872,1.0829,0.06351,1.146449
2020-01-06 17:30:00,2020,1,6,17.5,6,0.856,1.0247,0.121,1.145666
2020-01-06 18:00:00,2020,1,6,18.0,6,0.912,1.5207,-0.37078,1.149942
2020-01-06 18:30:00,2020,1,6,18.5,6,1.059,1.0946,0.066077,1.160635
2020-01-06 19:00:00,2020,1,6,19.0,6,1.063,1.094,0.067216,1.161262
2020-01-06 19:30:00,2020,1,6,19.5,6,1.087,1.0953,0.068017,1.1633
2020-01-06 20:00:00,2020,1,6,20.0,6,1.14,1.0974,0.070016,1.167389
2020-01-06 20:30:00,2020,1,6,20.5,6,1.112,1.0972,0.068572,1.165756
2020-01-06 21:00:00,2020,1,6,21.0,6,1.237,2.6929,-1.518,1.174948
2020-01-06 21:30:00,2020,1,6,21.5,6,1.34,1.1107,0.071855,1.182603
2020-01-06 22:00:00,2020,1,6,22.0,6,1.328,1.1059,0.076153,1.182101
2020-01-06 22:30:00,2020,1,6,22.5,6,1.375,0.83705,0.34874,1.185791
2020-01-06 23:00:00,2020,1,6,23.0,6,1.476,1.3989,-0.20558,1.19333
2020-01-06 23:30:00,2020,1,6,23.5,6,1.568,1.1959,0.004394,1.200244
2020-01-07 00:00:00,2020,1,7,0.0,7,1.575,0.61849,0.58261,1.201099
2020-01-07 00:30:00,2020,1,7,0.5,7,1.558,1.3653,-0.16506,1.20024
2020-01-07 01:00:00,2020,1,7,1.0,7,1.59,1.4418,-0.23888,1.202882
2020-01-07 01:30:00,2020,1,7,1.5,7,1.707,1.105,0.10658,1.211609
2020-01-07 02:00:00,2020,1,7,2.0,7,1.465,1.0906,0.10408,1.194665
2020-01-07 02:30:00,2020,1,7,2.5,7,1.328,1.0963,0.088915,1.185252
2020-01-07 03:00:00,2020,1,7,3.0,7,1.296,1.0943,0.08906,1.183324
2020-01-07 03:30:00,2020,1,7,3.5,7,1.273,1.086,0.096055,1.182037
2020-01-07 04:00:00,2020,1,7,4.0,7,1.297,1.0903,0.093831,1.184095
2020-01-07 04:30:00,2020,1,7,4.5,7,1.295,1.0887,0.095568,1.184302
2020-01-07 05:00:00,2020,1,7,5.0,7,1.303,1.3061,-0.12088,1.185221
2020-01-07 05:30:00,2020,1,7,5.5,7,1.358,1.0921,0.096871,1.189003
2020-01-07 06:00:00,2020,1,7,6.0,7,1.35,1.0915,0.096754,1.188292
2020-01-07 06:30:00,2020,1,7,6.5,7,1.404,1.0884,0.10356,1.192005
2020-01-07 07:00:00,2020,1,7,7.0,7,1.404,1.0884,0.10342,1.191864
2020-01-07 07:30:00,2020,1,7,7.5,7,1.42,0.76667,0.4262,1.192866
2020-01-07 08:00:00,2020,1,7,8.0,7,1.443,0.454,0.74037,1.194367
2020-01-07 08:30:00,2020,1,7,8.5,7,1.5,1.4711,-0.27276,1.198297
